---,Name,MaleRaceTemplate,FemaleRaceTemplate,EquipmentTemplates,ProfessionTemplate,StatTemplate,StatModifierTemplate,ComboPresets,NPCClass,BehaviorTree,AIController,NPCBehaviorParameters,LootTable,DistanceThresholdRangedWeapon,DistanceThresholdMeleeWeapon,BlockActionMinDuration,BlockOnAttackedMinDuration,BlockMaxDuration,BlockChance,BlockChanceWhenAttacked
Relic_Hunter_Smelter_1_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_1_Zingarian_Name"", ""Zingaran Smelter I"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_2_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_2_Hyborian_Name"", ""Hyborian Smelter II"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_2_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_2_Hyrkanian_Name"", ""Hyrkanian Smelter II"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_2_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_2_Shemite_Name"", ""Shemite Smelter II"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_2_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_2_Stygian_Name"", ""Stygian Smelter II"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_2_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_2_Zamorian_Name"", ""Zamorian Smelter II"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_2_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_2_Zingarian_Name"", ""Zingaran Smelter II"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_Low"",""Generic_Weapon_Smelter"")","Smelter_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_3_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_3_Hyborian_Name"", ""Hyborian Smelter III"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_High"",""Generic_Weapon_Smelter"")","Smelter_3","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T3.P_M_Relic_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_3_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_3_Shemite_Name"", ""Shemite Smelter III"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_High"",""Generic_Weapon_Smelter"")","Smelter_3","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T3.P_M_Relic_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_3_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_3_Stygian_Name"", ""Stygian Smelter III"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_High"",""Generic_Weapon_Smelter"")","Smelter_3","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T3.P_M_Relic_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_3_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_3_Zingarian_Name"", ""Zingaran Smelter III"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""RelicHunter_Armor_Smelter_High"",""Generic_Weapon_Smelter"")","Smelter_3","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T3.P_M_Relic_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Smelter_4_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Smelter_4_Shemite_Name"", ""Daya Leaddrinker"")","(RaceTemplate=""DayaLeaddrinker"",Weight=0.000000)","(RaceTemplate=""DayaLeaddrinker"",Weight=100.000000)","(""RelicHunter_Armor_Smelter_High"",""Generic_Weapon_Smelter"")","Smelter_4","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T4.P_M_Relic_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Hyborian_Name"", ""Hyborian Tanner I"")","(RaceTemplate=""Race_HyborianMale"",Weight=25.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Hyrkanian_Name"", ""Hyrkanian Tanner I"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=25.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Kushite_Name"", ""Kushite Tanner I"")","(RaceTemplate=""Race_KushiteMale"",Weight=25.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Shemite_Name"", ""Shemite Tanner I"")","(RaceTemplate=""Race_ShemiteMale"",Weight=25.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Stygian_Name"", ""Stygian Tanner I"")","(RaceTemplate=""Race_StygianMale"",Weight=25.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Zamorian_Name"", ""Zamorian Tanner I"")","(RaceTemplate=""Race_ZamorianMale"",Weight=25.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_1_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_1_Zingarian_Name"", ""Zingaran Tanner I"")","(RaceTemplate=""Race_ZingarianMale"",Weight=25.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_1","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T1.P_M_Relic_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Hyborian_Name"", ""Hyborian Tanner II"")","(RaceTemplate=""Race_HyborianMale"",Weight=25.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Hyrkanian_Name"", ""Hyrkanian Tanner II"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=25.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Kushite_Name"", ""Kushite Tanner II"")","(RaceTemplate=""Race_KushiteMale"",Weight=25.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Shemite_Name"", ""Shemite Tanner II"")","(RaceTemplate=""Race_ShemiteMale"",Weight=25.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Stygian_Name"", ""Stygian Tanner II"")","(RaceTemplate=""Race_StygianMale"",Weight=25.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Zamorian_Name"", ""Zamorian Tanner II"")","(RaceTemplate=""Race_ZamorianMale"",Weight=25.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_2_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_2_Zingarian_Name"", ""Zingaran Tanner II"")","(RaceTemplate=""Race_ZingarianMale"",Weight=25.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_Low"",""Generic_Weapon_Tanner"")","Tanner_2","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T2.P_M_Relic_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Relic_Hunter_Tanner_3_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Relic_Hunter_Tanner_3_Hyborian_Name"", ""Hyborian Tanner III"")","(RaceTemplate=""Race_HyborianMale"",Weight=25.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=75.000000)","(""RelicHunter_Armor_Tanner_High"",""Generic_Weapon_Tanner"")","Tanner_3","All Thralls Base","(""Relic_Hunter_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter_RelicHunters.HumanoidNPCCharacter_RelicHunters_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Relic_T3.P_M_Relic_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
