---,FeatName,Description,Icon,IconOverlay,GiveOnSpawn,LevelRequirement,FeatCost,Categories,PrerequisiteFeat,RewardRecipe,ShowInFeatWindow,CornerStoneLevel,DLCPackage
55023,"NSLOCTEXT("""", ""FeatTable_55023_FeatName"", ""High Priest of Mitra"")","NSLOCTEXT("""", ""FeatTable_55023_Description"", ""XX_Desc: High Priest of Mitra"")","/Game/UI/Textures/Icons/icon_t3_altar_of_mitra.icon_t3_altar_of_mitra","None","False","50","11","(Religion)","(55013)","(80973,51816,80976,18222)","True","0","None"
80101,"NSLOCTEXT("""", ""FeatTable_80101_FeatName"", ""Bedshaper"")","NSLOCTEXT("""", ""FeatTable_80101_Description"", ""XX_Desc: Bedshaper"")","/Game/UI/Textures/Icons/icon_wooden_bed.icon_wooden_bed","None","False","4","1","(Survival)","(1)","(80101,80102,80103,80104,80756,80631,80632,80633,80634)","True","0","None"
80131,"NSLOCTEXT("""", ""FeatTable_80131_FeatName"", ""Water Well"")","NSLOCTEXT("""", ""FeatTable_80131_Description"", ""XX_Desc: Water Well"")","/Game/UI/Textures/Icons/icon_large_water_well.icon_large_water_well","None","False","25","3","(Survival)","(51000)","(80131)","True","70","None"
80132,"NSLOCTEXT("""", ""FeatTable_80132_FeatName"", ""Large Water Well"")","NSLOCTEXT("""", ""FeatTable_80132_Description"", ""XX_Desc: Large Water Well"")","/Game/UI/Textures/Icons/icon_t2_water_well.icon_t2_water_well","None","False","49","10","(Survival)","(80131)","(80132)","True","0","None"
80152,"NSLOCTEXT("""", ""FeatTable_80152_FeatName"", ""Archery Target"")","NSLOCTEXT("""", ""FeatTable_80152_Description"", ""XX_Desc: Archery Target"")","/Game/UI/Textures/Icons/icon_archery_target.icon_archery_target","None","False","35","2","(Decoration)","(80200)","(80152)","True","0","None"
80172,"NSLOCTEXT("""", ""FeatTable_80172_FeatName"", ""Skulltaker"")","NSLOCTEXT("""", ""FeatTable_80172_Description"", ""XX_Desc: Skulltaker"")","/Game/UI/Textures/Icons/icon_skull_stick1.icon_skull_stick1","None","False","10","0","(Decoration)","(80200)","(88887,88888,88889,88892)","False","0","None"
80200,"NSLOCTEXT("""", ""FeatTable_80200_FeatName"", ""Furniture Maker"")","NSLOCTEXT("""", ""FeatTable_80200_Description"", ""XX_Desc: Furniture Maker"")","/Game/UI/Textures/Icons/icon_Artisan_workstation.icon_Artisan_workstation","None","False","10","1","(Decoration)","","(18512,80201,80312,80646,80647)","True","35","None"
80201,"NSLOCTEXT("""", ""FeatTable_80201_FeatName"", ""Tablemaker"")","NSLOCTEXT("""", ""FeatTable_80201_Description"", ""XX_Desc: Tablemaker"")","/Game/UI/Textures/Icons/icon_round_table.icon_round_table","None","False","11","1","(Decoration)","(80200)","(80202,80204,80205,80203,80206,88900,88901,80207)","True","0","None"
80204,"NSLOCTEXT("""", ""FeatTable_80204_FeatName"", ""Torchbearer"")","NSLOCTEXT("""", ""FeatTable_80204_Description"", ""XX_Desc: Torchbearer"")","/Game/UI/Textures/Icons/icon_wall_torch-1.icon_wall_torch-1","None","False","7","2","(Decoration)","(41033)","(80511,80501,80502)","True","10","None"
80210,"NSLOCTEXT("""", ""FeatTable_80210_FeatName"", ""Palisade"")","NSLOCTEXT("""", ""FeatTable_80210_Description"", ""XX_Desc: Palisade"")","/Game/UI/Textures/Icons/icon_siege_palisade_2.icon_siege_palisade_2","None","False","17","2","(Construction)","(2)","(80211,80210,80171)","True","0","None"
80213,"NSLOCTEXT("""", ""FeatTable_80213_FeatName"", ""Cages"")","NSLOCTEXT("""", ""FeatTable_80213_Description"", ""XX_Desc: Cages"")","/Game/UI/Textures/Icons/icon_cage_small.icon_cage_small","None","False","40","1","(Decoration)","(80200)","(80213,80215,80214)","True","0","None"
80218,"NSLOCTEXT("""", ""FeatTable_80218_FeatName"", ""Ancient Braziers"")","NSLOCTEXT("""", ""FeatTable_80218_Description"", ""XX_Desc: Ancient Braziers"")","/Game/UI/Textures/Icons/icon_acheronian_brazier.icon_acheronian_brazier","None","False","50","6","(Decoration)","(80200)","(80218,80219)","True","0","None"
80261,"NSLOCTEXT("""", ""FeatTable_80261_FeatName"", ""Chairmaker"")","NSLOCTEXT("""", ""FeatTable_80261_Description"", ""XX_Desc: Chairmaker"")","/Game/UI/Textures/Icons/icon_chair_2.icon_chair_2","None","False","17","1","(Decoration)","(80200)","(80261,80262,80263,80251,80252,80253)","True","0","None"
80271,"NSLOCTEXT("""", ""FeatTable_80271_FeatName"", ""Benchmaker"")","NSLOCTEXT("""", ""FeatTable_80271_Description"", ""XX_Desc: Benchmaker"")","/Game/UI/Textures/Icons/icon_log_bench.icon_log_bench","None","False","18","1","(Decoration)","(80200)","(80271,80272)","True","0","None"
80281,"NSLOCTEXT("""", ""FeatTable_80281_FeatName"", ""The Royal"")","NSLOCTEXT("""", ""FeatTable_80281_Description"", ""XX_Desc: The Royal"")","/Game/UI/Textures/Icons/icon_throne.icon_throne","None","False","50","11","(Decoration)","(80200)","(80281)","True","0","None"
80311,"NSLOCTEXT("""", ""FeatTable_80311_FeatName"", ""Papyrus Scroll"")","NSLOCTEXT("""", ""FeatTable_80311_Description"", ""XX_Desc: Papyrus Scroll"")","/Game/UI/Textures/Icons/icon_papyrus_scroll.icon_papyrus_scroll","None","False","12","1","(Decoration)","(80200)","(80311,80313,80314,80315,80316)","True","0","None"
80317,"NSLOCTEXT("""", ""FeatTable_80317_FeatName"", ""Gardener"")","NSLOCTEXT("""", ""FeatTable_80317_Description"", ""XX_Desc: Gardener"")","/Game/UI/Textures/Icons/icon_PlantPot06.icon_PlantPot06","None","False","18","1","(Decoration)","(80200)","(80323,80324,80317,80318,80319,80320,80321,80322,80325,80326,80327,80328,80329,80330,80331,80332)","True","0","None"
80501,"NSLOCTEXT("""", ""FeatTable_80501_FeatName"", ""Braziers"")","NSLOCTEXT("""", ""FeatTable_80501_Description"", ""XX_Desc: Braziers"")","/Game/UI/Textures/Icons/icon_stygian_brazier.icon_stygian_brazier","None","False","11","1","(Decoration)","(80204)","(80503,80505,80506,80509,80744,80750,80507,80508)","True","0","None"
80515,"NSLOCTEXT("""", ""FeatTable_80515_FeatName"", ""Wall Lantern"")","NSLOCTEXT("""", ""FeatTable_80515_Description"", ""XX_Desc: Wall Lantern"")","/Game/UI/Textures/Icons/icon_wall_lantern.icon_wall_lantern","None","False","41","3","(Decoration)","(80204)","(80515)","True","0","None"
80521,"NSLOCTEXT("""", ""FeatTable_80521_FeatName"", ""Chandler"")","NSLOCTEXT("""", ""FeatTable_80521_Description"", ""XX_Desc: Chandler"")","/Game/UI/Textures/Icons/icon_White_candle-1.icon_White_candle-1","None","False","11","1","(Decoration)","(80204)","(80521,80522,80523,80524,80525)","True","0","None"
80531,"NSLOCTEXT("""", ""FeatTable_80531_FeatName"", ""Science of the Ancients"")","NSLOCTEXT("""", ""FeatTable_80531_Description"", ""XX_Desc: Science of the Ancients"")","/Game/UI/Textures/Icons/icon_gem_wall_torch.icon_gem_wall_torch","None","False","52","11","(Decoration)","(80532)","(80535,80533,80531)","True","0","None"
80532,"NSLOCTEXT("""", ""FeatTable_80532_FeatName"", ""Alchemical Powder"")","NSLOCTEXT("""", ""FeatTable_80532_Description"", ""XX_Desc: Alchemical Powder"")","/Game/UI/Textures/Icons/icon_witchfire_wall_torch.icon_witchfire_wall_torch","None","False","46","10","(Decoration)","(80204)","(80538,80536,80532)","True","0","None"
80571,"NSLOCTEXT("""", ""FeatTable_80571_FeatName"", ""Awnings"")","NSLOCTEXT("""", ""FeatTable_80571_Description"", ""XX_Desc: Awnings"")","/Game/UI/Textures/Icons/icon_awning_orange.icon_awning_orange","None","False","41","3","(Construction)","(90201,11)","(80571,90047,90048,90065,90066,90067,90068,90074,90075,90076,90077,80772,80773,80774)","True","0","None"
80621,"NSLOCTEXT("""", ""FeatTable_80621_FeatName"", ""Rug Stitcher"")","NSLOCTEXT("""", ""FeatTable_80621_Description"", ""XX_Desc: Rug Stitcher"")","/Game/UI/Textures/Icons/icon_hide_rug.icon_hide_rug","None","False","15","1","(Decoration)","(80200)","(80621,80601,80622,80623,80624,80625)","True","0","None"
80651,"NSLOCTEXT("""", ""FeatTable_80651_FeatName"", ""Apprentice Potter"")","NSLOCTEXT("""", ""FeatTable_80651_Description"", ""XX_Desc: Apprentice Potter"")","/Game/UI/Textures/Icons/icon_pottery-1.icon_pottery-1","None","False","15","1","(Decoration)","(80200)","(80651,80643,80644,80648,80645,80664,80665,80666,80707,80708,80709,88897,88898)","True","0","None"
80661,"NSLOCTEXT("""", ""FeatTable_80661_FeatName"", ""Ironmonger"")","NSLOCTEXT("""", ""FeatTable_80661_Description"", ""XX_Desc: Ironmonger"")","/Game/UI/Textures/Icons/icon_metal_pot_1.icon_metal_pot_1","None","False","40","3","(Decoration)","(80200)","(80661,80662,80663,80649,80650,80745,80667,80668,80669,80700,80702,80703,80704,80705,80706,80747,80748,80746,80216,0,80760,80761)","True","0","None"
80695,"NSLOCTEXT("""", ""FeatTable_80695_FeatName"", ""Wooden Shelf"")","NSLOCTEXT("""", ""FeatTable_80695_Description"", ""XX_Desc: Wooden Shelf"")","/Game/UI/Textures/Icons/icon_shelf.icon_shelf","None","False","33","2","(Decoration)","(80200)","(80695)","True","0","None"
80721,"NSLOCTEXT("""", ""FeatTable_80721_FeatName"", ""Banners"")","NSLOCTEXT("""", ""FeatTable_80721_Description"", ""XX_Desc: Banners"")","/Game/UI/Textures/Icons/icon_flag_hanging1_stygia.icon_flag_hanging1_stygia","None","False","16","1","(Decoration)","(80200)","(80721,80701,80551,80552,80722,80723)","True","0","None"
80736,"NSLOCTEXT("""", ""FeatTable_80736_FeatName"", ""Darfari Banners"")","NSLOCTEXT("""", ""FeatTable_80736_Description"", ""XX_Desc: Darfari Banners"")","/Game/UI/Textures/Icons/icon_Flag_Standing_Darfari1.icon_Flag_Standing_Darfari1","None","False","0","0","(Decoration)","(80200)","(80734,80735,80736,80740)","False","0","None"
80737,"NSLOCTEXT("""", ""FeatTable_80737_FeatName"", ""Dogs of the Desert Banners"")","NSLOCTEXT("""", ""FeatTable_80737_Description"", ""XX_Desc: Dogs of the Desert Banners"")","/Game/UI/Textures/Icons/icon_Flag_Standing_Dogs.icon_Flag_Standing_Dogs","None","False","0","0","(Decoration)","(80200)","(80737)","False","0","None"
80738,"NSLOCTEXT("""", ""FeatTable_80738_FeatName"", ""Black Hand Banners"")","NSLOCTEXT("""", ""FeatTable_80738_Description"", ""XX_Desc: Black Hand Banners"")","/Game/UI/Textures/Icons/icon_Flag_Standing_BlackHand.icon_Flag_Standing_BlackHand","None","False","0","0","(Decoration)","(80200)","(80738)","False","0","None"
80739,"NSLOCTEXT("""", ""FeatTable_80739_FeatName"", ""Relic Hunter Banners"")","NSLOCTEXT("""", ""FeatTable_80739_Description"", ""XX_Desc: Relic Hunter Banners"")","/Game/UI/Textures/Icons/icon_Flag_Standing_Relichunters.icon_Flag_Standing_Relichunters","None","False","0","0","(Decoration)","(80200)","(80739)","False","0","None"
80742,"NSLOCTEXT("""", ""FeatTable_80742_FeatName"", ""Fireplace"")","NSLOCTEXT("""", ""FeatTable_80742_Description"", ""XX_Desc: Fireplace"")","/Game/UI/Textures/Icons/icon_fireplace_heart.icon_fireplace_heart","None","False","39","4","(Decoration)","(80204)","(80742)","True","0","None"
80751,"NSLOCTEXT("""", ""FeatTable_80751_FeatName"", ""Gong"")","NSLOCTEXT("""", ""FeatTable_80751_Description"", ""XX_Desc: Gong"")","/Game/UI/Textures/Icons/icon_gong.icon_gong","None","False","48","3","(Decoration)","(80200)","(80751)","True","0","None"
80752,"NSLOCTEXT("""", ""FeatTable_80752_FeatName"", ""Horn"")","NSLOCTEXT("""", ""FeatTable_80752_Description"", ""XX_Desc: Horn"")","/Game/UI/Textures/Icons/icon_horn.icon_horn","None","False","15","1","(Decoration)","(80200)","(80752,80762)","True","0","None"
80753,"NSLOCTEXT("""", ""FeatTable_80753_FeatName"", ""Darfari Wind Chimes"")","NSLOCTEXT("""", ""FeatTable_80753_Description"", ""XX_Desc: Darfari Wind Chimes"")","/Game/UI/Textures/Icons/icon_Wind_Chime.icon_Wind_Chime","None","False","31","2","(Decoration)","(80200)","(80753,80755)","True","0","None"
80754,"NSLOCTEXT("""", ""FeatTable_80754_FeatName"", ""Drums"")","NSLOCTEXT("""", ""FeatTable_80754_Description"", ""XX_Desc: Drums"")","/Game/UI/Textures/Icons/icon_darfari_drums.icon_darfari_drums","None","False","22","2","(Decoration)","(80200)","(80754,80749)","True","0","None"
80766,"NSLOCTEXT("""", ""FeatTable_80766_FeatName"", ""Black Hand Tents"")","NSLOCTEXT("""", ""FeatTable_80766_Description"", ""XX_Desc: Black Hand Tents"")","/Game/UI/Textures/Icons/icon_black_hand_tent_1.icon_black_hand_tent_1","None","False","0","0","(Decoration)","(80200)","(80766,80767,80768,80769)","False","0","None"
80770,"NSLOCTEXT("""", ""FeatTable_80770_FeatName"", ""Tents"")","NSLOCTEXT("""", ""FeatTable_80770_Description"", ""XX_Desc: Tents"")","/Game/UI/Textures/Icons/icon_survivalist_tent.icon_survivalist_tent","None","False","23","1","(Decoration)","(80200)","(80765,80770,80771)","True","0","None"
80851,"NSLOCTEXT("""", ""FeatTable_80851_FeatName"", ""Boxmaker"")","NSLOCTEXT("""", ""FeatTable_80851_Description"", ""XX_Desc: Boxmaker"")","/Game/UI/Textures/Icons/icon_wooden_box.icon_wooden_box","None","False","2","1","(Survival)","","(80851)","True","15","None"
80852,"NSLOCTEXT("""", ""FeatTable_80852_FeatName"", ""Large Chest"")","NSLOCTEXT("""", ""FeatTable_80852_Description"", ""XX_Desc: Large Chest"")","/Game/UI/Textures/Icons/icon_chest.icon_chest","None","False","20","3","(Survival)","(80851)","(80852,80743)","True","0","None"
80853,"NSLOCTEXT("""", ""FeatTable_80853_FeatName"", ""Vault"")","NSLOCTEXT("""", ""FeatTable_80853_Description"", ""XX_Desc: Vault"")","/Game/UI/Textures/Icons/icon_vault.icon_vault","None","False","44","9","(Survival)","(80852)","(80853,80208,80209,80212)","True","0","None"
80901,"NSLOCTEXT("""", ""FeatTable_80901_FeatName"", ""Explosives"")","NSLOCTEXT("""", ""FeatTable_80901_Description"", ""XX_Desc: Explosives"")","/Game/UI/Textures/Icons/icon_explosive_jar-1.icon_explosive_jar-1","None","False","35","8","(Combat)","(89103,80651,51000)","(80901,89852,80914,80915)","True","60","None"
80945,"NSLOCTEXT("""", ""FeatTable_80945_FeatName"", ""Pleasure Place of Derketo"")","NSLOCTEXT("""", ""FeatTable_80945_Description"", ""XX_Desc: Pleasure Place of Derketo"")","/Game/UI/Textures/Icons/icon_Altar_durketo_tier1.icon_Altar_durketo_tier1","None","False","1","50","(Religion)","","(80945,51456,18304,10014,10015,10019)","True","50","None"
80946,"NSLOCTEXT("""", ""FeatTable_80946_FeatName"", ""Pleasure Dome of Derketo"")","NSLOCTEXT("""", ""FeatTable_80946_Description"", ""XX_Desc: Pleasure Dome of Derketo"")","/Game/UI/Textures/Icons/icon_Altar_durketo_tier2.icon_Altar_durketo_tier2","None","False","20","5","(Religion)","(80945)","(80946,51996,51997,51998,51999,52000,10016,10017,10020)","True","0","None"
80947,"NSLOCTEXT("""", ""FeatTable_80947_FeatName"", ""Pleasure Palace of Derketo"")","NSLOCTEXT("""", ""FeatTable_80947_Description"", ""XX_Desc: Pleasure Palace of Derketo"")","/Game/UI/Textures/Icons/icon_Altar_durketo_tier3.icon_Altar_durketo_tier3","None","False","50","11","(Religion)","(80946)","(80947,18303)","True","0","None"
80948,"NSLOCTEXT("""", ""FeatTable_80948_FeatName"", ""NEEDNAME-Altar of Jhebbal Sag"")","NSLOCTEXT("""", ""FeatTable_80948_Description"", ""XX_Desc: NEEDNAME-Altar of Jhebbal Sag"")","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","1","0","(Religion)","","(80948)","False","60","None"
80949,"NSLOCTEXT("""", ""FeatTable_80949_FeatName"", ""NEEDNAME-Altar_of_JhebbalSag_2"")","NSLOCTEXT("""", ""FeatTable_80949_Description"", ""XX_Desc: NEEDNAME-Altar_of_JhebbalSag_2"")","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","20","5","(Religion)","(80948)","(80949)","False","0","None"
80950,"NSLOCTEXT("""", ""FeatTable_80950_FeatName"", ""NEEDNAME-Altar_of_JhebbalSag_3"")","NSLOCTEXT("""", ""FeatTable_80950_Description"", ""XX_Desc: NEEDNAME-Altar_of_JhebbalSag_3"")","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","50","11","(Religion)","(80949)","(80950)","False","0","None"
80974,"NSLOCTEXT("""", ""FeatTable_80974_FeatName"", ""Altar to Ymir"")","NSLOCTEXT("""", ""FeatTable_80974_Description"", ""XX_Desc: Altar to Ymir"")","/Game/UI/Textures/Icons/icon_t1_altar_of_ymir.icon_t1_altar_of_ymir","None","False","1","50","(Religion)","","(80974,51067,12515,53658)","True","40","None"
80977,"NSLOCTEXT("""", ""FeatTable_80977_FeatName"", ""Blooded Altar to Ymir"")","NSLOCTEXT("""", ""FeatTable_80977_Description"", ""XX_Desc: Blooded Altar to Ymir"")","/Game/UI/Textures/Icons/icon_t2_altar_of_ymir.icon_t2_altar_of_ymir","None","False","20","5","(Religion)","(80974)","(80977,52610,52611,52612,52613,52614)","True","0","None"
80978,"NSLOCTEXT("""", ""FeatTable_80978_FeatName"", ""Exalted Altar to Ymir"")","NSLOCTEXT("""", ""FeatTable_80978_Description"", ""XX_Desc: Exalted Altar to Ymir"")","/Game/UI/Textures/Icons/icon_t3_altar_of_ymir.icon_t3_altar_of_ymir","None","False","50","11","(Religion)","(80977)","(80978,51068,80979,80757,18260)","True","0","None"
81001,"NSLOCTEXT("""", ""FeatTable_81001_FeatName"", ""Hunter"")","NSLOCTEXT("""", ""FeatTable_81001_Description"", ""XX_Desc: Hunter"")","/Game/UI/Textures/Icons/icon_trophy_gazelle.icon_trophy_gazelle","None","False","14","2","(Decoration)","(81004)","(81005,81006,81007,81012,82040)","True","0","None"
81002,"NSLOCTEXT("""", ""FeatTable_81002_FeatName"", ""Big Game Hunter"")","NSLOCTEXT("""", ""FeatTable_81002_Description"", ""XX_Desc: Big Game Hunter"")","/Game/UI/Textures/Icons/icon_trophy_white.icon_trophy_white","None","False","21","3","(Decoration)","(81004)","(81001,81002,81003,81004,81017,81016,82071)","True","0","None"
81003,"NSLOCTEXT("""", ""FeatTable_81003_FeatName"", ""Exotic Game Hunter"")","NSLOCTEXT("""", ""FeatTable_81003_Description"", ""XX_Desc: Exotic Game Hunter"")","/Game/UI/Textures/Icons/icon_trophy_rocknose.icon_trophy_rocknose","None","False","47","5","(Decoration)","(81004)","(81008,81009,81015,81018,81011,82045,82046)","True","0","None"
81004,"NSLOCTEXT("""", ""FeatTable_81004_FeatName"", ""Apprentice Taxidermist"")","NSLOCTEXT("""", ""FeatTable_81004_Description"", ""XX_Desc: Apprentice Taxidermist"")","/Game/UI/Textures/Icons/icon_trophy_hyena.icon_trophy_hyena","None","False","11","2","(Decoration)","(80200)","(81013,81014,81010)","True","36","None"
81019,"NSLOCTEXT("""", ""FeatTable_81019_FeatName"", ""Vanquisher of the King Beneath"")","NSLOCTEXT("""", ""FeatTable_81019_Description"", ""XX_Desc: Vanquisher of the King Beneath"")","/Game/UI/Textures/Icons/icon_giant_king_polearm.icon_giant_king_polearm","None","False","60","0","(Combat)","","(81019,81020)","False","105","None"
81020,"NSLOCTEXT("""", ""FeatTable_81020_FeatName"", ""Highlands Taxidermist"")","NSLOCTEXT("""", ""FeatTable_81020_Description"", ""XX_Desc: Highlands Taxidermist"")","/Game/UI/Textures/Icons/icon_trophy_wolf.icon_trophy_wolf","None","False","31","2","(Decoration)","(81004)","(82011,82025,82027,82021)","True","0","None"
81021,"NSLOCTEXT("""", ""FeatTable_81021_FeatName"", ""Highlands Hunter"")","NSLOCTEXT("""", ""FeatTable_81021_Description"", ""XX_Desc: Highlands Hunter"")","/Game/UI/Textures/Icons/icon_trophy_elk.icon_trophy_elk","None","False","41","3","(Decoration)","(81004)","(82015,82017,82037,82042)","True","0","None"
81022,"NSLOCTEXT("""", ""FeatTable_81022_FeatName"", ""Highlands Big Game Hunter"")","NSLOCTEXT("""", ""FeatTable_81022_Description"", ""XX_Desc: Highlands Big Game Hunter"")","/Game/UI/Textures/Icons/icon_trophy_wolf_white.icon_trophy_wolf_white","None","False","51","3","(Decoration)","(81004)","(82013,82019)","True","0","None"
81023,"NSLOCTEXT("""", ""FeatTable_81023_FeatName"", ""Mammoth Hunter"")","NSLOCTEXT("""", ""FeatTable_81023_Description"", ""XX_Desc: Mammoth Hunter"")","/Game/UI/Textures/Icons/icon_trophy_mammoth.icon_trophy_mammoth","None","False","54","3","(Decoration)","(81004)","(82023)","True","0","None"
82053,"NSLOCTEXT("""", ""FeatTable_82053_FeatName"", ""Jungle Hunter"")","NSLOCTEXT("""", ""FeatTable_82053_Description"", ""XX_Desc: Jungle Hunter"")","/Game/UI/Textures/Icons/icon_trophy_junglebird_green.icon_trophy_junglebird_green","None","False","21","3","(Decoration)","(81004)","(82053,82054,82055,82056,82057,82058,82047,82048)","True","0","None"
82062,"NSLOCTEXT("""", ""FeatTable_82062_FeatName"", ""Master Taxidermist"")","NSLOCTEXT("""", ""FeatTable_82062_Description"", ""XX_Desc: Master Taxidermist"")","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","None","False","58","3","(Decoration)","(81004)","(82062,82063,82064,82065,82066,82067,82068,82069,82070)","False","0","None"
88899,"NSLOCTEXT("""", ""FeatTable_88899_FeatName"", ""Folding Screen"")","NSLOCTEXT("""", ""FeatTable_88899_Description"", ""XX_Desc: Folding Screen"")","/Game/UI/Textures/Icons/icon_stygian_folding_screens_01.icon_stygian_folding_screens_01","None","False","34","2","(Decoration)","(80200)","(88899)","True","0","None"
88902,"NSLOCTEXT("""", ""FeatTable_88902_FeatName"", ""Display Racks"")","NSLOCTEXT("""", ""FeatTable_88902_Description"", ""XX_Desc: Display Racks"")","/Game/UI/Textures/Icons/icon_displayrack_horizontal.icon_displayrack_horizontal","None","False","14","2","(Decoration)","(80200)","(88902,88903,88904)","True","0","None"
89001,"NSLOCTEXT("""", ""FeatTable_89001_FeatName"", ""Primitive Cook"")","NSLOCTEXT("""", ""FeatTable_89001_Description"", ""XX_Desc: Primitive Cook"")","/Game/UI/Textures/Icons/icon_campfire_1.icon_campfire_1","None","False","3","1","(Survival)","","(89001)","True","10","None"
89002,"NSLOCTEXT("""", ""FeatTable_89002_FeatName"", ""Improved Campfire"")","NSLOCTEXT("""", ""FeatTable_89002_Description"", ""XX_Desc: Improved Campfire"")","/Game/UI/Textures/Icons/icon_fireplace_large.icon_fireplace_large","None","False","7","2","(Survival)","(89001)","(89011)","True","0","None"
89010,"NSLOCTEXT("""", ""FeatTable_89010_FeatName"", ""Bonfire"")","NSLOCTEXT("""", ""FeatTable_89010_Description"", ""XX_Desc: Bonfire"")","/Game/UI/Textures/Icons/icon_bonfire.icon_bonfire","None","False","16","2","(Survival)","(89002)","(89010)","True","0","None"
89102,"NSLOCTEXT("""", ""FeatTable_89102_FeatName"", ""Master Blacksmith"")","NSLOCTEXT("""", ""FeatTable_89102_Description"", ""XX_Desc: Master Blacksmith"")","/Game/UI/Textures/Icons/icon_improved_furnace.icon_improved_furnace","None","False","54","11","(Survival)","(10,51014)","(89102,89302)","True","0","None"
89103,"NSLOCTEXT("""", ""FeatTable_89103_FeatName"", ""Firebowl Cauldron"")","NSLOCTEXT("""", ""FeatTable_89103_Description"", ""XX_Desc: Firebowl Cauldron"")","/Game/UI/Textures/Icons/icon_mixer.icon_mixer","None","False","15","3","(Survival)","(51000)","(89103,51973,14001,14101,14102,16001,14173,14183,11070,14151)","True","0","None"
89104,"NSLOCTEXT("""", ""FeatTable_89104_FeatName"", ""Dyemaker"")","NSLOCTEXT("""", ""FeatTable_89104_Description"", ""XX_Desc: Dyemaker"")","/Game/UI/Textures/Icons/icon_dark_dye_pigment.icon_dark_dye_pigment","None","False","15","2","(Survival)","(89103)","(17001,17002,17010,17011,17012,17020,17021,17022,17030,17031,17032,17040,17041,17042,17050,17051,17052,17060,17061,17062,17070,17071,17072,17080,17081,17082,17090,17091,17092,17093,17094,17095,17096,17097,17098,17099,17100,17101,17102,17103,17104,17105,17106,17107,17108,17109,17110,17111,17112,17113,17114)","True","0","None"
89105,"NSLOCTEXT("""", ""FeatTable_89105_FeatName"", ""Master Tanner"")","NSLOCTEXT("""", ""FeatTable_89105_Description"", ""XX_Desc: Master Tanner"")","/Game/UI/Textures/Icons/icon_epic_tannery.icon_epic_tannery","None","False","56","12","(Survival)","(51015,9)","(89105)","True","0","None"
89106,"NSLOCTEXT("""", ""FeatTable_89106_FeatName"", ""Potionmaker"")","NSLOCTEXT("""", ""FeatTable_89106_Description"", ""XX_Desc: Potionmaker"")","/Game/UI/Textures/Icons/icon_improved_firebowl_cauldron.icon_improved_firebowl_cauldron","None","False","58","12","(Survival)","(89103,51015)","(89106,18291,18294,18296,18300,18293,18289,18290,18292,18295,18297,18298,18299,18301,80759)","True","0","None"
89801,"NSLOCTEXT("""", ""FeatTable_89801_FeatName"", ""Engineer"")","NSLOCTEXT("""", ""FeatTable_89801_Description"", ""XX_Desc: Engineer"")","/Game/UI/Textures/Icons/icon_trebuchet.icon_trebuchet","None","False","25","3","(Construction)","(2,11)","(89801,89811,89812,89813,89851)","True","0","None"
89912,"NSLOCTEXT("""", ""FeatTable_89912_FeatName"", ""Wheel of Pain"")","NSLOCTEXT("""", ""FeatTable_89912_Description"", ""XX_Desc: Wheel of Pain"")","/Game/UI/Textures/Icons/icon_wheel_of_pain_xl.icon_wheel_of_pain_xl","None","False","30","7","(Survival)","(51961)","(89912,51962,18514,51306)","True","0","None"
89913,"NSLOCTEXT("""", ""FeatTable_89913_FeatName"", ""Greater Wheel of Pain"")","NSLOCTEXT("""", ""FeatTable_89913_Description"", ""XX_Desc: Greater Wheel of Pain"")","/Game/UI/Textures/Icons/icon_wheel_of_pain_xxl.icon_wheel_of_pain_xxl","None","False","50","11","(Survival)","(89912)","(89913,51963,51307)","True","0","None"
90000,"NSLOCTEXT("""", ""FeatTable_90000_FeatName"", ""Cartographer"")","NSLOCTEXT("""", ""FeatTable_90000_Description"", ""XX_Desc: Cartographer"")","/Game/UI/Textures/Icons/icon_map_room.icon_map_room","None","False","62","0","(Decoration)","","(90000,11500)","False","95","None"
90005,"NSLOCTEXT("""", ""FeatTable_90005_FeatName"", ""Apprentice Stair-maker"")","NSLOCTEXT("""", ""FeatTable_90005_Description"", ""XX_Desc: Apprentice Stair-maker"")","/Game/UI/Textures/Icons/icon_stairs-1.icon_stairs-1","None","False","6","1","(Construction)","(2)","(90005,90069,90306,90307)","True","0","None"
90006,"NSLOCTEXT("""", ""FeatTable_90006_FeatName"", ""Apprentice Roofer"")","NSLOCTEXT("""", ""FeatTable_90006_Description"", ""XX_Desc: Apprentice Roofer"")","/Game/UI/Textures/Icons/icon_tier1_roof_sloped_top_end.icon_tier1_roof_sloped_top_end","None","False","8","1","(Construction)","(2)","(90029,90032,90035,90038,90041,90044,90316)","True","0","None"
90010,"NSLOCTEXT("""", ""FeatTable_90010_FeatName"", ""Apprentice Fence-maker"")","NSLOCTEXT("""", ""FeatTable_90010_Description"", ""XX_Desc: Apprentice Fence-maker"")","/Game/UI/Textures/Icons/icon_t1_fence.icon_t1_fence","None","False","9","1","(Construction)","(2)","(90010,90020,80217)","True","0","None"
